charge_name,uccs_code,probability,mfj_code,ncrp_code,ncic_code,nibrs_code
POSS DANG DRUG-A,3160,0.994974707215461,290,410,3596;3597,
POSS CS PG 3 < 28G,3160,0.982721973525531,290,410,3596;3597,
ATTEMPT TO COMMIT POSS CS PG 2 >= 4G<400G (ATTEMPTED),3161,0.938260735875327,291,,,
POSS DANGER DRUG-AMOXICILLIN AND CLAVULANATE POTASSIUM,3160,0.610882475580474,290,410,3596;3597,
POSS DANGEROUS DRUG-QUETIAPINE,3160,0.705586167312103,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A,3160,0.972575222363707,290,410,3596;3597,
POSS DANGEROUS DRUG - OLANZAPINEM,3160,0.971593124671435,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE PG 3 < 28G-A (KPD 2021-02327),3160,0.965685551169448,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A (HCSO 2021-09169),3160,0.972575222363707,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE PG 3 < 28G-A,3160,0.965685551169448,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A (HCSO 2021-13436),3160,0.972575222363707,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A (SMPD 21-19059),3160,0.986260166636306,290,410,3596;3597,
POSS DANGEROUS DRUG-CLONIDINE,3160,0.544725314476835,290,410,3596;3597,
ATTEMPT TO COMMITT POSS CS PG 1 <1G (ATTEMPTED),3161,0.902578927423685,291,,,
POSS DANG DRUG-HALOPERIDOL,3160,0.756169419264995,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A (HCSO 2021-36692),3160,0.972575222363707,290,410,3596;3597,
ATTEMPT TO COMMIT POSSESSION OF A CONTROLLED SUBSTANCE-COCAINE (ATTEMPTED),3161,0.513723373399727,291,,,
ATTEMPT TO COMMIT DIVERT CS FOR PERSONAL USE (ATTEMPTED),3161,0.890290723892233,291,,,
POSSESSION OF A CONTROLLED SUBSTANCE-A (HCSO 2021-39524),3160,0.972575222363707,290,410,3596;3597,
ATTEMPT TO COMMITT POSSESSION OF A CONTROLLED SUBSTANCE-COCAINE (ATTEMPTED),3161,0.545966712544434,291,,,
POSS DANGEROUS DRUG - RAMELTEON,3160,0.913491210834332,290,410,3596;3597,
POSS CS PG 2-A > 2OZ <= 4OZ (ATTEMPTED),3161,0.995240553497223,291,,,
POSS DANGEROUS DRUG-A (HCSO 2021-72571),3160,0.928858433824137,290,410,3596;3597,
ATTEMPT TO COMMIT POSS CS PG 2 >= 1G<4G-PSILOCIN (ATTEMPTED),3161,0.998926136962807,291,,,
ATTEMPT TO COMMIT POSSESSION OF A CONTROLLED SUBSTANCE-SJF (ATTEMPTED),3161,0.972048555775983,291,,,
POSSESSION OF A CONTROLLED SUBSTANCE-SJF(SMPD00-09059),3160,0.986260166636306,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-SJF(SMPD00-25424),3160,0.986260166636306,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-SJF(SMPD00-26613),3160,0.986260166636306,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-SJF(HCSOC01-06481),3160,0.972575222363707,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-SJF/SNPD#06-44207,3160,0.972575222363707,290,410,3596;3597,
POSS CS PG,3160,0.965133070694012,290,410,3596;3597,
ATTEMPTED POSSESSION OF CONTROLLED SUBSTANCE,3161,0.865043005544808,291,,,
POSS CS NOT IN PG DRUG FREE ZONE,3160,0.991253884667692,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-PSILCON-FOUR GRAMS OR MORE BUT LESS THAN 400 GRAMS (ATTEMPTED),3160,0.885014364895176,290,410,3596;3597,
ATTEMPTED POSS CS NOT IN PG DRUG FREE ZONE,3161,0.997166304183161,291,,,
POSS CS < 1 GRAM,3160,0.76006354442459,290,410,3596;3597,
LESSER INCLUDED POSS MARIJ >2OZ<=4OZ,3160,0.642079367733861,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-TETRAHYDROCANNABINOLS-LESS THAN ONE GRAM (ATTEMPTED),3160,0.451417189894431,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A (HAYS CO) (ATTEMPTED),3161,0.944016758138772,291,,,
POSS DANGER DRUG - NAPROXEN,3160,0.991548846152594,290,410,3596;3597,
POSS DANGEROUS DRUG - PREDNISONE,3160,0.929311162971171,290,410,3596;3597,
POSS DANGEROUS DRUG - QUETIAPINE,3160,0.705586167312103,290,410,3596;3597,
POSS DANG DRUG-A (SMPD 19-56963),3160,0.972622297817628,290,410,3596;3597,
POSS DANG DRUG-A (HCSO 19-30016),3160,0.994974707215461,290,410,3596;3597,
POSS DANGEROUS DRUG - MONTEKULAST,3160,0.942257491061129,290,410,3596;3597,
POSS DANGEROUS DRUG - MONTEKULAST,3160,0.942257491061129,290,410,3596;3597,
POSS DANGEROUS DRUG - METOCLOPRAMIDE,3160,0.968901088417126,290,410,3596;3597,
ATTEMPTED POSSESSION OF A CONTROLLED SUBSTANCE-HEROIN-ONE GRAM OR MORE BUT LESS THAN FOUR GRAMS (ATTEMPTED),3161,0.972273557431714,291,,,
POSS DANGEROUS DRUG - CYCLOPANZAPRINE,3160,0.367505849254854,290,410,3596;3597,
POSS DANGEROUS DRUG - METAXALONE,3160,0.57497769665277,290,410,3596;3597,
POSS DANG DRUG - ACYCLOVIR,3160,0.921747422484552,290,410,3596;3597,
POSS CS PG 3<28G - BUSPIRONE,3160,0.812459257513361,290,410,3596;3597,
POSS DANGEROUS DRUG - GABEPENTIN,3160,0.819793342131011,290,410,3596;3597,
POSS DANGEROUS DRUG - ATORVASTATIN,3160,0.978840133057463,290,410,3596;3597,
POSS DANGEROUS DRUG - ATROVASTATIN,3160,0.982802405501126,290,410,3596;3597,
POSS DANGEROUS DRUG-AMOXICILLIN AND CLAVULANATE POTASSIUM,3160,0.610882475580474,290,410,3596;3597,
POSS DANGEROUS DRUG-DULOXETINE,3160,0.534176478208788,290,410,3596;3597,
POSS DANGEROUS DRUG - STRATTERA,3160,0.780552477404168,290,410,3596;3597,
POSSESSION OF A CONTROLLED SUBSTANCE-A(HCNTF TF-04-151-1),3160,0.972575222363707,290,410,3596;3597,
POSS CS BY FRAUD SCH III/IV,3240,0.999439827387924,330,,3598;5501;5502,
FRAUD TRIPLET PRESCRIPTION FORM SCH III/IV,3240,0.999941751332152,330,,3598;5501;5502,
FRAUD POSS CS/PRESCRIPTION SCH III/IV,3240,0.999965200778588,330,,3598;5501;5502,
FRAUD DEL CS/PRESCRIPTION SCH III/IV/V,3240,0.998291233472572,330,,3598;5501;5502,
PRESCRIPTION FRAUD,3240,0.999196237289624,330,,3598;5501;5502,
PRESCRIPTION FRUAD,3240,0.779166329943332,330,,3598;5501;5502,
PRESCRIPTION FRAUD (ATTEMPTED),3241,0.999856852232157,331,,,
FRAUD DEL CS/PERS SCH III/IV/V-F3(TF-06-181-1),3240,0.812319258942017,330,,3598;5501;5502,
FRAUDULENT POSSESSION OF A PRESCRIPTION FORM,3240,0.999981999000791,330,,3598;5501;5502,
PRESCRIPTION FRAUD [REINDCT-CR-13-0733],3240,0.9992665326788,330,,3598;5501;5502,
FRAUDULENT INTENT TO OBTAIN CONTROLLED SUBSTANCE-TEMAZEPAM,3240,0.999959807221263,330,,3598;5501;5502,
FRAUD POSSESSION OF A CONTROLLED SUBSTANCE/PRESCRIP-F3(HCSO C04-26161),3240,0.999707658170967,330,,3598;5501;5502,
FRAUDULENTLY OBTAINING CONTROLLED SUBSTANCE,3240,0.999971837647835,330,,3598;5501;5502,
PRESCRIPTION FRAUD [RE-INDCT-CR-13-0733],3240,0.9992665326788,330,,3598;5501;5502,
FRAUD TRIPLET PRESCRIPTION FORM SCH I/II,3240,0.999888310358804,330,,3598;5501;5502,
FRAUD POSS CS/PRESCRIPTION SCH I/II,3240,0.999907737939482,330,,3598;5501;5502,
FRAUD INTENT TO OBTAIN A CONTROLLED SUBSTANCE-ADDERALL,3240,0.999235662056999,330,,3598;5501;5502,
FRAUD POSS CS PRESCRIPT,3240,0.994016966118429,330,,3598;5501;5502,
FRAUD POSS CS PRESCRIPTION SCH II/III,3240,0.999763956261425,330,,3598;5501;5502,
FRAUDULANT POSSESSION OF A PRESCRIPTION FORM,3240,0.999981999000791,330,,3598;5501;5502,
FORGE OR ALTER PRESCRIPTION,3240,0.981584152088131,330,,3598;5501;5502,
FORGE PRESCRIPTION DRUG,3240,0.995885161897699,330,,3598;5501;5502,
FALSE DRUG TEST,3240,0.881660388762702,330,,3598;5501;5502,
FALSE DRUG TEST FAL DEVICE-B (THP ),3240,0.306806368443328,330,,3598;5501;5502,
FALSE DRUG TEST FALSE DEVICE,3240,0.512259412017687,330,,3598;5501;5502,
FALSE DRUG TEST MAN/DEL SUBST/DEVICE,3240,0.956831394237109,330,,3598;5501;5502,
FRAUD INTENT OBTAIN CS SCH V,3240,0.999997832711861,330,,3598;5501;5502,
POSS/USE VOLATILE CHEMICAL INHALANT PARAPHERNALIA,3250,0.979047330252762,335,,3550,35B
POSS INHALANT PAARAPHERNALIA,3250,0.997845569276878,335,,3550,35B
POSS INHALANT PARAPHERNALIA,3250,0.999389300980354,335,,3550,35B
INHALANT PARAPHERNALIA,3250,0.998756292087186,335,,3550,35B
FALSE DRUG TEST/DEVICE,3250,0.469240904321985,335,,3550,35B
FALSE DRUG TEST DEVICE,3250,0.577604560842117,335,,3550,35B
INHALANT PARA USE/POSS TO INHALE,3250,0.964943553306726,335,,3550,35B
FALSE DRUG TEST DEVICE,3250,0.577604560842117,335,,3550,35B
FALSE DRUG TEST FALS DEVICE,3250,0.26060722281671,335,,3550,35B
POSS PARAPHERNALIA,3250,0.999588053704697,335,,3550,35B
POSS USE INHALE-B,3250,0.837883671847802,335,,3550,35B
INHALANT PARAPHERNALIA USE/POSS TO INHALE,3250,0.99774491045248,335,,3550,35B
INHAL PARA USE/POSS TO INHALE,3250,0.964943553306726,335,,3550,35B
DEL DRUG PARAPHERNALIA,3250,0.9996667382984,335,,3550,35B
POSS DEL DRUG PARAPHERNALIA,3250,0.999882754808567,335,,3550,35B
UCW LIC PREM/SMPD#96-20119,3990,0.467772598221234,340,450,3599;5503,35A
"INTERFER W/EMERG COMMUN SBI OR LOSS >$1,000",3990,0.54800700994187,340,450,3599;5503,35A
ATTEMPTED ARSON,3990,0.774513859407457,340,450,3599;5503,35A
POSSESSION OF A CONTROLLED SUBSTANCE - METHAMPHETAMINE - ONE GRAM OR MORE BUT LESS THAN FOUR GRAMS- HABITUAL OFFENDER,3990,0.890859124242708,340,450,3599;5503,35A
POSSESSION OF A CONTROLLED SUBSTANCE-METHAMPHETAMINE-ONE GRAM OR MORE BUT LESS THAN FOUR GRAMS- HABITUAL OFFENDER,3990,0.890859124242708,340,450,3599;5503,35A
POSSESSION OF A CONTROLLED SUBSTANCE W/ INTENT TO DELIVER-ALPRAZOLAM-28 GRAMS ORE MORE BUT LESS THAN 200 GRAMS,3990,0.600503026852477,340,450,3599;5503,35A
ATT.COM SX PERF CH/OAG-05-2154686,3990,0.718991051195486,340,450,3599;5503,35A
USE OF VOLATILE CHEMICALS,3990,0.525166613734995,340,450,3599;5503,35A
POSS DANGER DRUG-LAMOTRIGINE,3990,0.581360770250254,340,450,3599;5503,35A
CONTROLLED SUBSTANCE MISD A,3990,0.989773809567941,340,450,3599;5503,35A
DWI/HCSO 96-7372,4010,0.678842178168605,345,,,90D
DWI-3RD(THP),4010,0.560660294938179,345,,,90D
DWI-F(SMPD01-02045) 2 PRIOR DWI,4010,0.556742498543889,345,,,90D
DWI-F(SMPD01-49129),4010,0.984268155744355,345,,,90D
DWI-F3(SWT.PD 0201604),4010,0.721764792607092,345,,,90D
DWI-F3(SMPD02-55212),4010,0.981544835240197,345,,,90D
DWI 3RD OR MORE,4010,0.803774789874573,345,,,90D
DWI-F3(HCSO C04-22336),4010,0.713056776500366,345,,,90D
DWI [FELONY/SUBSEQUENT],4010,0.407965398682826,345,,,90D
DWI 3RD OR MORE - HABITUAL FELON [RE-IND CR-17-0273],4010,0.773220756899076,345,,,90D
EVADING ARREST CAUSING SERIOUS BODILY INJURY,4010,0.881697960326332,345,,,90D
INTOXICATION-SERIOUS BODILY INJURY,4010,0.935096229786498,345,,,90D
EVADING ARREST W/ MOTOR VEHICLE W/ SERIOUS BODILY INJURY,4010,0.940002774176916,345,,,90D
AGG ALST,4010,0.609404650719894,345,,,90D
INJ CHLD SBI-F1 (HAYS),4010,0.805205658059693,345,,,90D
DWI/W/CHLD UNDER 15 YOA-SJF(THP),4010,0.856118339871642,345,,,90D
DWI W/CHILD UNDER 15 YOA- SJF- (THP),4010,0.88604670094355,345,,,90D
DWI W/CHILD UNDER 15 YOA-SJF(THP),4010,0.88604670094355,345,,,90D
DWI W/CHILD UNDER 15YOA-SJF (KPD 2017-28881),4010,0.54485399555168,345,,,90D
DRIVING WHILE INTOXICATED (SMPD 17-70144),4010,0.526490159771973,345,,,90D
DWI-B (HCSO-189290),4010,0.985324644268942,345,,,90D
DWI/OP ALC CONT,4010,0.915146089911605,345,,,90D
DWI-B (KPD 2021-1357),4010,0.985613063595071,345,,,90D
DWI-B (KPD 2021-02197),4010,0.989068963630637,345,,,90D
DWI-B (HCSO 2021-17432),4010,0.787751738389645,345,,,90D
DWI-B (HCSO 2021-22567),4010,0.787751738389645,345,,,90D
DWI-B (HCSO 2021-23837),4010,0.787751738389645,345,,,90D
DWI-B (KPD 2021-02276),4010,0.989448736317462,345,,,90D
DWI-B (KPD 2021-14597),4010,0.987909363020639,345,,,90D
DWI-B (HCSO 2021-13932),4010,0.787751738389645,345,,,90D
DWI BAC >=0.15,4010,0.704395764318167,345,,,90D
DWI 2ND WITH BAC OVER .15,4010,0.656383886675284,345,,,90D
DWI BAC >0.15,4010,0.959413607179628,345,,,90D
DRIVING WHILE INTOXICATED BAC >=0.15 (KPD 2019-42735),4010,0.811732837046635,345,,,90D
DWI BAC >=0.15-A (KPD 2020-20393),4010,0.995656227542197,345,,,90D
DWI 2ND-A (KPD 2020-20820),4010,0.994545829728934,345,,,90D
DWI BAC >=0.15-A,4010,0.704395764318167,345,,,90D
DWI BAC >=0.15-A (SMPD 21-27672),4010,0.704395764318167,345,,,90D
DWI BAC >=0.15-A (SMPD 21-27939),4010,0.704395764318167,345,,,90D
DWI-3RD/SMPD#97-7990,4020,0.96840119615115,350,565,5404,
DRIVING WHILE INTOXICATED 3RD OR MORE,4020,0.999662859671424,350,565,5404,
DWI-F3(THP),4020,0.96840119615115,350,565,5404,
DRIVING WHILE INTOXICATED 2ND,4020,0.9996972041339,350,565,5404,
DWI-F (SMPD 00-1964),4020,0.96840119615115,350,565,5404,
DWI-F3(SMPD00-12467),4020,0.96840119615115,350,565,5404,
DWI-F3(SWT.PD00-1816),4020,0.96840119615115,350,565,5404,
DWI-F3(KPD),4020,0.96840119615115,350,565,5404,
DWI-F3 (THP),4020,0.96840119615115,350,565,5404,
DWI-F3(SMPD00-17464),4020,0.96840119615115,350,565,5404,
DWI-F(THP),4020,0.96840119615115,350,565,5404,
DRIVING WHILE INTOXICATED,4020,0.999400562089386,350,565,5404,
DWI-F3(SMPD00-24717),4020,0.952787043739267,350,565,5404,
DRIVING WHILE INTOXICATED 3RD OR MORE 3 PRIOR MISD / 1 PRIOR FEL,4020,0.998301816468681,350,565,5404,
DWI-F3 (SMPD 01-13073),4020,0.949460252684108,350,565,5404,
DWI-F3,4020,0.96840119615115,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY/SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DWI-F3 (HCSOC01-40454),4020,0.969016240480025,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DWI-F3/THP CASE,4020,0.729435341149097,350,565,5404,
DWI [FELONY / SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI-F3(SMPD 03-28446),4020,0.96840119615115,350,565,5404,
DWI/3RD-F3(THP),4020,0.96840119615115,350,565,5404,
DWI-F3(SMPD 04-1457),4020,0.970994126674826,350,565,5404,
DWI [FELONY/SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI-F3(HCSOC04-16050),4020,0.969016240480025,350,565,5404,
DWI-F3/THP,4020,0.96840119615115,350,565,5404,
DWI-F3(SMPD 04-25904),4020,0.96840119615115,350,565,5404,
DWI-F3 (KPD),4020,0.96840119615115,350,565,5404,
DWI-F3(SMPD 05-10891),4020,0.96840119615115,350,565,5404,
DWI [FELONY -SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI [FEL/SUB OFFENSE],4020,0.701165984025595,350,565,5404,
DWI [FEL/SUBS OFFENSE],4020,0.701165984025595,350,565,5404,
DWI [FELONY-SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY - SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY-SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DWI [FELONY - SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DRIVING WHILE INTOXICATED [FEL/SUB OFF],4020,0.999446268922981,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY-SUB OFF],4020,0.997737421112446,350,565,5404,
DWI [FEL/SUB OFF][RE-INDICT CR-06-332],4020,0.970902014034651,350,565,5404,
DWI -F3 (THP),4020,0.96840119615115,350,565,5404,
DWI [FEL-SUBS OFF],4020,0.971470964416492,350,565,5404,
DWI [FEL / SUBS OFF],4020,0.971470964416492,350,565,5404,
DWI-[FELONY/SUBSEQUENT OFFENSE],4020,0.95654654470416,350,565,5404,
DWI [FELONY / SUBSQUENT OFFENSE],4020,0.994094329506658,350,565,5404,
DWI [FELONY/SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI-F3(HAYS CO),4020,0.987076366215894,350,565,5404,
DWI [FELONY / SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI [FELONY / SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI [FELONY / SUBSEQEUNT OFFENSE],4020,0.961058681152946,350,565,5404,
DWI [FELONY / SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DWI [FELONY / SUBSEQUENT OFFENESE],4020,0.726047830004314,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] (INSTANTER),4020,0.59225056619969,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FEOLONY / SUBSEQUENT OFFENSE],4020,0.987205407210556,350,565,5404,
DRIVING WHILE INTOXICATED [ FELONY / SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DWI [FELONY / SUBSEQUENT OFFENSE] [RE-IND CR-08-394],4020,0.799118393965459,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE,4020,0.974105404799149,350,565,5404,
DWI 3RD-F3(THP),4020,0.666116437422975,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY/ SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFESNE],4020,0.910945230684137,350,565,5404,
DRIVING WHILE INTOXICATED (FELONY / SUBSEQUENT OFFENSE),4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENCE],4020,0.830796562920989,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY SUBSEQUENT OFFENSE],4020,0.992996428051879,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY/SUBDEQUENT OFFENSE],4020,0.997096752707412,350,565,5404,
DRIVING WHILE INTOXICATED[ FELONY/ SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED[FELONY/SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DWI 3RD-F3 (HCSO C12-15873),4020,0.965007059125393,350,565,5404,
DRIVING WHILE INTOXICATED [ FELONY SUBSEQUENT OFFENSE],4020,0.992996428051879,350,565,5404,
DWI [FELONY/ SUBSEQUENT OFFENSE],4020,0.954698814014897,350,565,5404,
DRIVING WHILE INTOXICATED [SUBSEQUENT OFFENSE],4020,0.985256362030622,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY/SUBSEQUENT OFFENSE][RE-IND CR-12-0840],4020,0.786554227257167,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] / HABITUAL,4020,0.658990527982779,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY/SUBSEQUENT OFFENCE],4020,0.830796562920989,350,565,5404,
DRIVING WHILE INTOXICATED [FELONLY/SUBSEQUENT OFFENSE],4020,0.974153517887174,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFNSE],4020,0.586261954601818,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE]-HABITUAL,4020,0.658990527982779,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] [RE-INDICT-CR-14-0404],4020,0.990245551436622,350,565,5404,
DRIVING WHILE INTOXICATED[FELONY / SUBSEQUENT],4020,0.822700961532198,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] [RE-INDT CR-14-0249],4020,0.969334666454743,350,565,5404,
DRIVING WHILE INTOXICATES [FELONY / SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] [RE-INDCT-CR-14-0665],4020,0.985053036447483,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] [RE-INDCT-CR-14-0666],4020,0.985053036447483,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY /SUBSEQUENT OFFENSE],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE] [RE-INDT CR-13-0923],4020,0.974105404799149,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBESEQUENT OFFENSE],4020,0.996006369078509,350,565,5404,
DRIVING WHILE INTOXICATED [3RD OR MORE OFFENSE],4020,0.999517562015202,350,565,5404,
DWI 3RD OR MORE - HABITUAL FELON,4020,0.86869461347949,350,565,5404,
DRIVING WHILE INTOXICATED [3RD OR MORE FELONY OFFENSE],4020,0.999946268031578,350,565,5404,
DRIVING WHILE INTOXICATED [3RD OR MORE OFFENSE],4020,0.999517562015202,350,565,5404,
DRIVING WHILE INTOXICATED 3RD OR MORE IAT,4020,0.997262573145032,350,565,5404,
DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT],4020,0.822700961532198,350,565,5404,
DRIVING WHILE INTOXICATED-[3RD OR MORE OFFENSE],4020,0.989836959413754,350,565,5404,
ENDANGERING A CHILD,4020,0.970700203320337,350,565,5404,
DRIVING WHILE INTOXICATED/FELONY/SUBSEQUENT OFFENSE [RE-INDICT CR-12-0695],4020,0.995553301521455,350,565,5404,
[COUTN II] DRIVING WHILE INTOXICATED [FELONY / SUBSEQUENT OFFENSE],4020,0.996506952253182,350,565,5404,
DRIVING WHILE INTOXICATED- FELONY / SUBSEQUENT OFFENSE,4020,0.987756441833216,350,565,5404,
DRIVING WHILE INTOXICATED - SUBSEQUENT OFFENSE,4020,0.89279996262741,350,565,5404,
ENDANGER CHILD-FS(HCSO C01-29977),4020,0.989491921629338,350,565,5404,
ENDANG CHILD,4020,0.970700203320337,350,565,5404,
ENDANGERING A CHILD,4020,0.970700203320337,350,565,5404,
DRIVING WHILE INTOXICATED WITH CHILD PASSENGER,4020,0.999797805429806,350,565,5404,
ENDANG.CHILD-SJF(THP),4020,0.923039080482225,350,565,5404,
DWI-F3(HCSO00-10102),4020,0.511473692320725,350,565,5404,
ENDANGER CHILD/DWI-FS(HCSO 98-11936),4020,0.989650385100352,350,565,5404,
ENDANG CHILD-SJF(HCSO C01-03955),4020,0.989650385100352,350,565,5404,
ENDANG CHD-SJF(THP),4020,0.981678410599857,350,565,5404,
ENDANGER CHILD-SJF(HCNTF TF01-101-1),4020,0.989852447535755,350,565,5404,
ENDANGER CHILD-SJF(SMPD 02-60668),4020,0.988834892294191,350,565,5404,
DRIVING WHILE INTOXICATED W/CHILD UNDER 15 YOA,4020,0.999241733226979,350,565,5404,
DWI W/CHLD-SJF,4020,0.927281006310267,350,565,5404,
DWI W/CHLD-SJF(SMPD 04-29464),4020,0.927281006310267,350,565,5404,
DWI W/CHILD PASSENGER,4020,0.997045431421876,350,565,5404,
DWI W/ CHILD PASSENGER,4020,0.997045431421876,350,565,5404,
DWI W/CHILD PASSANGER,4020,0.986669609628174,350,565,5404,
DWI WITH CHILD PASSENGER,4020,0.99133900540958,350,565,5404,
DRIVING WHILE INTOXICATED WITH CHILD PASSANGER,4020,0.968415001075899,350,565,5404,
DWI W/CHILD-SJF(KPD06-0917),4020,0.907362509122219,350,565,5404,
DWI W/CHILD-SJF(THP),4020,0.907362509122219,350,565,5404,
DWI W/CHILD -SJF (HCSOC06-27840),4020,0.962614093912253,350,565,5404,
DWI W/CHLD-SJF(THP),4020,0.927281006310267,350,565,5404,
ENDANG CHILD- SJF/ HCSO# C06-29022,4020,0.989628049918498,350,565,5404,
ENDANGERING A CHILD (INSTANTER),4020,0.524643176702484,350,565,5404,
DWI WITH CHILD PASSENGER (INSTANTER),4020,0.878969869729419,350,565,5404,
DWI WITH CHILD PASSENGER,4020,0.99133900540958,350,565,5404,
DWI W/CHILD UNDER 15-SJF(THP) (INSTANTER),4020,0.687757207895371,350,565,5404,
DWI W/CHILD PASSENGER (INSTANTER),4020,0.947089669838628,350,565,5404,
DRIVING WHILE INTOXICATED WITH CHILD PASSENGER (INSTANTER),4020,0.998755056032802,350,565,5404,
ENDANGERING A CHILD [CR-08-840],4020,0.970700203320337,350,565,5404,
ENDANGERING A CHILD [CR-08-841],4020,0.970131157656725,350,565,5404,
DRIVING WHILE INTOXICATED W/CHILD PASSENGER,4020,0.999755077401098,350,565,5404,
DWI WITH CHILD PASSENTER,4020,0.953183843619481,350,565,5404,
DRIVING WHILE INTOXICATED WITH A CHILD PASSENGER,4020,0.999797805429806,350,565,5404,
DRIVING WITH INTOXICATED WITH CHILD PASSENGER,4020,0.999797805429806,350,565,5404,
DRIVING WHILE INTOXICATED WITH A CHILD PASSANGER,4020,0.968415001075899,350,565,5404,
DRIVING WHILE INTOXICATED WITH CHILD PASSENGER,4020,0.999797805429806,350,565,5404,
ENDANGERING A CHILD [RE-INDT CR-17-0166],4020,0.965513705186106,350,565,5404,
ENDANGER CHILD-SJF(HCSO00-13384),4020,0.989633036550219,350,565,5404,
ENDANGER CHILD-SJF(HCSO00-23313),4020,0.980877058856723,350,565,5404,
ENDANGER CHILD-SJF(HCSO C01-33279),4020,0.972329315005614,350,565,5404,
ENDANGER CHILD-SJF(SMPD 03-18357),4020,0.986313563163611,350,565,5404,
ENDANG CHILD-SJF(HCSOC03-25954),4020,0.989633036550219,350,565,5404,
DWI W/CHILD-SJF (THP),4020,0.907362509122219,350,565,5404,
MTR/ENDANG CHILD(HAYS),4020,0.627136436764787,350,565,5404,
